Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-112,2004,15.5,eng Premier League,805,23,117,412,289,32,805,74,25,33.8,45,60.8,442,2806,1261,37,26,8,51,37,491,63,7,0,0,33,32,3,40,10,27,0,0,0,74,14,31,31.1,413,536,77.1,6526,1638,226,263,85.9,139,170,81.8,33,67,49.3,2,3.0,2.2,-1.0,23,36,13,2,49,48,27,15,19,14,20,63,31.7,43,32,6,26,10,58,12,0,4,31,10,32.3,1.99,0.64,0.13,0.4,17.8,0,0,0,3.6,3.6,0.11,0.4,0.4,46,2.96,24,11,8,1,2,0,4,0.26,1,2,1,0,0,0,536,470,63,24,6,4,40,10,24,17,1,0,413,3,8,Attacking Midfielders
Alessandro Buongiorno,it ITA,DF,Napoli,25-312,1999,20.7,it Serie A,1434,119,633,756,54,15,1434,5,1,20.0,3,60.0,874,4399,2672,25,7,1,12,7,1017,8,2,0,0,16,18,1,1,34,22,0,0,0,84,42,21,66.7,1119,1234,90.7,19588,6208,445,478,93.1,603,630,95.7,60,101,59.4,0,0.6,0.6,-0.6,5,64,3,0,81,37,22,25,11,1,24,31,77.4,7,27,15,12,34,71,71,2,1,8,4,50.0,0.39,0.19,0.13,0.25,11.0,0,0,0,0.8,0.8,0.1,0.2,0.2,18,0.87,17,0,0,1,0,0,2,0.1,2,0,0,0,0,0,1234,1179,52,38,0,2,1,3,0,0,0,0,1119,3,8,Defender
Cameron Burgess,au AUS,DF,Ipswich Town,29-175,1995,13.5,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,11,7,0,0,0,34,38,19,66.7,503,624,80.6,9151,4399,209,231,90.5,235,271,86.7,52,105,49.5,1,0.5,0.3,0.5,5,39,3,0,36,10,7,8,2,0,6,8,75.0,2,16,12,4,11,21,96,1,0,9,1,11.1,0.67,0.07,0.0,0.0,9.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,10,0.74,10,0,0,0,0,0,2,0.15,2,0,0,0,0,0,624,571,49,24,1,0,0,0,0,0,0,0,503,4,4,Defender
Jonathan Burkardt,de GER,FW,Mainz 05,24-277,2000,18.5,de Bundesliga,642,16,43,311,291,91,641,32,13,40.6,19,59.4,353,1516,600,25,22,9,60,25,455,127,0,0,0,16,20,10,22,1,6,1,0,0,60,18,68,20.9,308,430,71.6,5184,650,161,212,75.9,103,129,79.8,31,43,72.1,2,2.7,2.3,-0.7,15,17,15,3,36,10,6,1,4,5,3,7,42.9,4,9,1,8,1,11,13,0,15,51,22,43.1,2.76,1.19,0.27,0.64,13.3,0,1,1,12.3,11.5,0.23,2.7,2.5,38,2.05,30,0,2,3,3,0,6,0.32,4,0,0,1,1,0,430,388,41,0,2,8,22,5,0,0,0,0,308,1,22,Forwards
Oliver Burke,sct SCO,FW,Werder Bremen,28-007,1997,7.2,de Bundesliga,331,5,33,131,173,58,331,10,5,50.0,5,50.0,184,1051,341,11,9,8,24,10,246,59,4,0,0,10,1,5,12,2,4,0,0,0,25,30,13,69.8,131,225,58.2,1542,315,89,131,67.9,22,42,52.4,5,16,31.3,0,0.9,0.6,-0.9,9,4,6,2,15,9,4,5,0,4,3,4,75.0,1,15,0,15,2,11,6,0,5,27,9,33.3,3.74,1.25,0.19,0.56,13.3,0,0,0,3.5,3.5,0.13,1.5,1.5,24,3.32,18,1,1,2,1,1,2,0.28,0,1,0,0,0,1,225,219,4,0,0,0,12,3,0,0,0,0,131,2,11,Forwards
Dan Burn,eng ENG,DF,Newcastle Utd,32-340,1992,30.0,eng Premier League,1878,314,1081,713,88,41,1878,3,3,100.0,0,0.0,1065,4824,2046,6,4,1,20,3,1247,6,8,0,0,25,11,4,2,23,18,0,0,1,83,115,59,66.1,1397,1567,89.2,25169,8865,510,558,91.4,797,842,94.7,81,132,61.4,0,0.6,1.0,-0.6,6,25,6,0,47,32,18,19,12,1,16,31,51.6,15,31,22,9,23,55,156,3,0,17,4,23.5,0.57,0.13,0.0,0.0,10.4,0,0,0,1.3,1.3,0.07,-1.3,-1.3,17,0.57,13,1,0,2,1,0,3,0.1,2,1,0,0,0,0,1567,1540,26,20,0,9,2,3,0,0,0,0,1397,1,12,Defender
Rareș-Cătălin Burnete,ro ROU,FW,Lecce,21-073,2004,0.2,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,4,0,0,Forwards
Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-142,1994,10.3,eng Premier League,350,21,69,129,160,18,350,24,9,37.5,14,58.3,216,1458,696,38,13,10,17,13,220,65,1,0,0,4,11,0,46,10,11,0,0,0,50,8,21,27.6,153,253,60.5,2416,597,82,102,80.4,51,78,65.4,14,36,38.9,1,1.6,1.2,-0.6,10,8,8,7,8,13,11,1,9,3,4,10,40.0,6,7,2,5,10,23,13,2,0,7,1,14.3,0.68,0.1,0.0,0.0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0,253,244,9,1,0,1,46,8,0,0,0,0,153,0,24,Wing-Back
Marnon Busch,de GER,"DF,MF",Heidenheim,30-127,1994,12.6,de Bundesliga,903,64,328,415,165,7,903,7,3,42.9,4,57.1,444,2001,1058,19,19,1,13,0,494,40,0,0,0,6,6,0,43,12,13,0,1,0,52,9,11,45.0,546,746,73.2,11679,4171,172,207,83.1,265,330,80.3,104,179,58.1,1,1.1,1.7,-0.1,12,49,15,10,53,20,13,14,6,0,17,25,68.0,8,18,7,11,12,32,59,5,0,13,3,23.1,1.03,0.24,0.0,0.0,26.8,1,0,0,0.4,0.4,0.03,-0.4,-0.4,26,2.06,20,4,0,2,0,0,1,0.08,0,0,0,1,0,0,746,615,127,22,1,11,43,104,1,0,1,0,546,4,15,Defender
Gianluca Busio,us USA,MF,Venezia,22-321,2002,23.4,it Serie A,1066,54,194,532,356,43,1066,44,13,29.5,26,59.1,654,3872,2013,55,48,5,44,28,719,117,3,0,0,21,40,3,25,17,29,1,0,0,93,23,27,46.0,594,779,76.3,9261,2269,316,370,85.4,224,279,80.3,37,61,60.7,0,1.2,1.2,-1.2,23,38,22,4,82,42,29,23,10,9,20,45,44.4,25,30,8,22,17,59,47,0,1,28,5,17.9,1.2,0.21,0.04,0.2,19.1,0,0,0,1.7,1.7,0.06,-0.7,-0.7,56,2.4,46,0,0,5,5,0,2,0.09,1,0,0,1,0,0,779,761,15,7,3,8,25,4,0,0,0,0,594,3,36,Central Midfielders
Aurélio Buta,pt POR,DF,Reims,28-063,1997,18.4,fr Ligue 1,1031,61,303,475,261,11,1031,18,8,44.4,9,50.0,464,2121,982,20,19,2,24,5,578,54,5,0,0,28,21,2,27,18,23,0,1,0,62,11,12,47.8,704,847,83.1,10564,3848,387,439,88.2,269,316,85.1,30,54,55.6,1,0.4,0.8,0.6,8,52,12,4,73,36,23,21,11,4,21,40,52.5,19,14,4,10,18,54,56,0,0,8,1,12.5,0.43,0.05,0.0,0.0,21.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,26,1.41,19,5,0,2,0,0,4,0.22,3,1,0,0,0,0,847,685,161,10,0,0,27,150,0,0,0,0,704,1,15,Defender
Jean Butez,fr FRA,GK,Como,29-310,1995,14.0,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,39,5,0,100.0,466,582,80.1,12221,8711,90,91,98.9,239,241,99.2,136,247,55.1,0,0.0,0.0,0.0,0,13,0,0,1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,12,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.21,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,582,524,58,29,0,0,0,0,0,0,0,0,466,0,1,GK
Marcin Bułka,pl POL,GK,Nice,25-192,1999,29.0,fr Ligue 1,1034,821,1025,9,1,1,1034,1,0,0.0,1,100.0,614,2918,1875,0,0,0,2,0,537,0,0,0,0,0,4,0,0,0,0,0,0,0,53,8,0,100.0,776,962,80.7,18855,13132,182,185,98.4,386,402,96.0,203,368,55.2,0,0.2,0.1,-0.2,1,10,0,0,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,14,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.1,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,962,770,192,59,0,0,0,0,0,0,0,0,776,0,1,GK
Pau Cabanes,es ESP,"MF,FW",Villarreal,20-056,2005,1.8,es La Liga,122,2,17,35,71,11,122,12,5,41.7,6,50.0,74,467,245,10,9,5,8,3,89,33,0,0,0,4,7,0,6,3,4,1,0,0,6,1,2,33.3,60,84,71.4,897,192,37,45,82.2,21,29,72.4,1,3,33.3,0,0.4,0.2,-0.4,4,1,3,0,11,4,4,0,3,1,3,4,75.0,1,5,0,5,3,7,2,1,1,4,2,50.0,2.21,1.1,0.25,0.5,14.2,0,0,0,0.5,0.5,0.12,0.5,0.5,12,6.63,8,0,1,0,3,0,2,1.1,1,0,0,0,1,0,84,83,1,0,1,0,6,0,1,0,0,0,60,0,4,Attacking Midfielders
Pau Cabanes,es ESP,"MF,FW",Alavés,20-056,2005,2.0,es La Liga,118,1,15,43,63,7,118,12,4,33.3,6,50.0,81,489,309,15,9,3,10,3,80,15,1,0,0,5,5,0,12,0,2,0,0,0,11,1,3,25.0,57,81,70.4,705,87,34,41,82.9,19,28,67.9,0,4,0.0,0,0.0,0.1,0.0,1,2,1,0,4,7,2,4,2,1,5,11,45.5,6,1,0,1,0,7,1,0,0,2,1,50.0,0.98,0.49,0.0,0.0,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,6,2.93,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,81,77,3,1,0,0,12,2,0,0,0,0,57,1,4,Attacking Midfielders
Rémy Cabella,fr FRA,"FW,MF",Lille,35-037,1990,10.0,fr Ligue 1,798,6,68,327,417,44,798,35,19,54.3,15,42.9,477,2627,1421,41,31,10,14,9,587,114,1,0,0,16,18,1,56,8,18,1,1,0,59,1,6,14.3,559,677,82.6,7994,2110,331,367,90.2,183,218,83.9,23,43,53.5,2,1.9,2.9,0.1,20,36,22,8,65,34,18,15,10,9,18,31,58.1,13,9,1,8,8,42,4,0,0,25,6,24.0,2.51,0.6,0.0,0.0,15.6,1,0,0,2.7,2.7,0.11,-2.7,-2.7,51,5.1,28,10,2,6,4,1,6,0.6,2,1,0,1,2,0,677,605,67,18,0,0,56,13,31,4,16,0,559,5,8,Attacking Midfielders
Leandro Cabrera,uy URU,DF,Espanyol,33-301,1991,25.0,es La Liga,1411,257,810,557,50,25,1411,1,1,100.0,0,0.0,649,2921,1791,6,7,0,7,0,780,4,3,0,0,17,7,0,14,27,18,1,1,0,66,61,38,61.6,841,1134,74.2,17679,8385,270,314,86.0,436,507,86.0,126,280,45.0,2,0.9,0.6,1.1,7,75,13,2,57,34,18,24,8,2,15,26,57.7,11,26,17,9,27,61,154,1,3,14,4,28.6,0.56,0.16,0.21,0.75,12.5,0,0,0,0.8,0.8,0.06,2.2,2.2,18,0.72,15,0,0,2,1,0,7,0.28,4,0,0,2,1,0,1134,1004,122,42,1,10,14,9,0,0,0,0,841,8,12,Defender
Liberato Cacace,nz NZL,"DF,MF",Empoli,24-199,2000,19.4,it Serie A,967,76,322,395,265,42,967,41,13,31.7,27,65.9,442,2930,1615,42,25,7,26,15,521,73,4,0,0,20,14,4,73,18,21,0,0,0,75,34,39,46.6,518,748,69.3,8796,3620,236,283,83.4,204,274,74.5,53,131,40.5,2,1.2,1.1,0.8,19,44,12,5,55,29,21,17,11,1,17,26,65.4,9,22,7,15,18,47,54,0,2,22,9,40.9,1.14,0.46,0.09,0.22,17.6,1,0,0,1.8,1.8,0.08,0.2,0.2,44,2.27,28,9,4,2,1,0,2,0.1,2,0,0,0,0,0,748,605,139,19,1,2,73,57,34,13,11,0,518,4,18,Defender
Anthony Caci,fr FRA,DF,Mainz 05,27-287,1997,25.9,de Bundesliga,1736,63,349,787,617,52,1736,59,26,44.1,29,49.2,838,3275,1430,39,21,12,37,22,1015,132,6,0,0,32,10,12,118,21,37,0,0,0,116,32,28,53.3,1041,1453,71.6,17066,7076,542,637,85.1,389,540,72.0,82,177,46.3,7,6.1,7.0,0.9,45,76,40,17,119,55,37,21,22,12,27,41,65.9,14,30,8,22,21,76,44,2,1,30,11,36.7,1.16,0.43,0.03,0.09,16.4,1,0,0,3.0,3.0,0.1,-2.0,-2.0,83,3.21,63,16,2,1,0,1,11,0.43,11,0,0,0,0,0,1453,1173,275,26,5,10,118,229,20,7,8,1,1041,5,49,Defender
Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,28-020,1997,8.1,fr Ligue 1,324,5,61,112,153,27,324,17,7,41.2,9,52.9,169,1138,529,19,8,7,16,10,225,51,3,1,0,11,14,3,27,7,7,0,1,0,30,3,4,42.9,172,239,72.0,2760,750,93,115,80.9,65,84,77.4,13,32,40.6,0,1.3,1.3,-1.3,13,12,9,4,16,10,7,4,4,2,4,15,26.7,11,7,1,6,7,17,3,0,1,23,10,43.5,2.83,1.23,0.04,0.1,20.3,2,0,0,1.5,1.5,0.06,-0.5,-0.5,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0,239,210,29,6,2,1,27,6,17,5,8,0,172,0,5,Attacking Midfielders
Moisés Caicedo,ec ECU,MF,Chelsea,23-163,2001,31.2,eng Premier League,2196,78,469,1348,402,12,2196,48,19,39.6,18,37.5,1215,5692,2711,37,24,2,31,21,1548,32,9,0,0,57,50,0,8,42,58,1,1,0,184,29,15,65.9,1687,1877,89.9,29272,7742,747,810,92.2,767,826,92.9,141,181,77.9,2,2.9,2.6,-0.9,27,204,30,2,180,94,58,35,45,14,46,74,62.2,28,41,9,32,42,136,45,0,1,17,3,17.6,0.54,0.1,0.06,0.33,25.0,0,0,0,0.7,0.7,0.04,0.3,0.3,85,2.72,77,0,0,0,2,6,7,0.22,6,0,0,0,1,0,1877,1818,56,38,12,11,8,18,0,0,0,0,1687,3,17,Central Midfielders
Tom Cairney,sct SCO,MF,Fulham,34-084,1991,4.9,eng Premier League,506,5,69,275,169,7,506,11,4,36.4,3,27.3,343,1676,807,13,15,3,4,3,417,21,2,1,0,7,16,0,12,4,5,0,0,0,36,4,6,40.0,433,470,92.1,6800,1478,238,252,94.4,165,173,95.4,26,33,78.8,0,0.7,0.9,-0.7,8,43,7,3,45,10,5,4,2,4,4,7,57.1,3,4,1,3,4,14,1,1,1,4,1,25.0,0.82,0.21,0.25,1.0,23.5,1,0,0,0.1,0.1,0.04,0.9,0.9,24,4.91,22,1,0,0,1,0,2,0.41,2,0,0,0,0,0,470,452,18,10,0,0,12,1,3,0,3,0,433,0,7,Central Midfielders
Jens Cajuste,se SWE,MF,Ipswich Town,25-247,1999,18.8,eng Premier League,871,54,246,459,179,11,871,43,24,55.8,13,30.2,393,2163,1124,23,20,3,19,12,498,15,2,0,0,21,21,0,9,24,19,0,0,0,93,12,20,37.5,554,670,82.7,9184,1860,254,285,89.1,260,303,85.8,28,55,50.9,0,0.6,0.6,-0.6,11,45,5,1,45,39,19,18,20,1,19,46,41.3,27,22,8,14,24,63,29,2,1,10,1,10.0,0.53,0.05,0.1,1.0,21.3,0,0,0,0.5,0.5,0.05,0.5,0.5,30,1.59,23,2,4,0,0,1,1,0.05,0,0,1,0,0,0,670,612,58,22,1,5,9,36,0,0,0,0,554,0,10,Central Midfielders
Davide Calabria,it ITA,DF,Bologna,28-129,1996,4.9,it Serie A,366,7,92,190,88,3,366,3,0,0.0,3,100.0,211,967,462,4,6,0,6,3,212,17,2,0,0,5,4,0,11,0,6,0,0,0,27,6,6,50.0,268,326,82.2,4595,1632,127,139,91.4,110,123,89.4,26,44,59.1,1,0.9,0.3,0.1,10,22,8,3,34,10,6,3,5,2,4,7,57.1,3,2,0,2,0,10,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,3.24,14,1,0,0,0,1,2,0.41,2,0,0,0,0,0,326,265,60,13,0,0,11,47,0,0,0,0,268,1,7,Defender
Davide Calabria,it ITA,DF,Milan,28-129,1996,3.5,it Serie A,258,9,56,137,69,4,258,5,3,60.0,1,20.0,159,727,358,8,5,0,1,1,174,31,0,0,0,3,4,0,16,8,7,0,0,0,16,2,0,100.0,193,223,86.5,3258,767,90,97,92.8,86,95,90.5,11,19,57.9,0,0.2,0.2,-0.2,1,23,2,2,24,10,7,10,0,0,4,7,57.1,3,1,0,1,8,18,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,2.56,6,1,0,1,1,0,0,0.0,0,0,0,0,0,0,223,204,19,5,1,1,16,14,0,0,0,0,193,0,5,Defender
Riccardo Calafiori,it ITA,DF,Arsenal,22-330,2002,10.3,eng Premier League,628,30,161,249,222,29,628,13,9,69.2,3,23.1,291,1572,839,21,12,3,11,5,377,29,4,0,0,16,6,3,11,9,18,0,0,0,30,22,13,62.9,449,526,85.4,6549,1644,272,297,91.6,150,175,85.7,19,28,67.9,1,0.3,0.7,0.7,6,40,9,1,54,26,18,15,9,2,18,29,62.1,11,12,6,6,9,35,25,0,2,10,6,60.0,0.97,0.58,0.2,0.33,14.1,0,0,0,0.9,0.9,0.09,1.1,1.1,13,1.26,11,0,1,1,0,0,2,0.19,2,0,0,0,0,0,526,460,65,7,0,2,11,58,0,0,0,0,449,1,11,Defender
Luca Caldirola,it ITA,DF,Monza,34-072,1991,6.3,it Serie A,435,48,225,191,20,3,435,1,1,100.0,0,0.0,284,1220,637,3,4,0,2,1,315,4,3,0,0,14,11,1,1,4,4,0,0,0,13,9,9,50.0,343,385,89.1,6359,2505,132,140,94.3,178,194,91.8,30,45,66.7,0,0.0,0.2,0.0,1,13,1,0,13,7,4,6,1,0,2,5,40.0,3,6,5,1,4,11,24,0,0,3,1,33.3,0.48,0.16,0.0,0.0,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2,0.32,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,385,359,26,21,0,0,1,2,0,0,0,0,343,0,2,Defender
Fernando Calero,es ESP,"DF,MF",Espanyol,29-212,1995,4.9,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,4,0,0,0,14,6,8,42.9,156,187,83.4,3211,1255,50,52,96.2,77,88,87.5,26,39,66.7,0,0.0,0.0,0.0,1,8,0,0,7,9,4,7,2,0,4,5,80.0,1,10,6,4,12,21,30,0,1,2,1,50.0,0.41,0.2,0.5,1.0,9.1,0,0,0,0.3,0.3,0.14,0.7,0.7,4,0.81,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,187,178,8,4,0,0,0,0,0,0,0,0,156,1,0,Defender
Duje Ćaleta-Car,hr CRO,DF,Lyon,28-209,1996,14.9,fr Ligue 1,1010,170,510,472,30,17,1010,2,1,50.0,1,50.0,563,2466,1256,3,1,0,6,1,675,0,7,0,0,21,8,2,1,14,10,0,0,0,51,33,11,75.0,771,848,90.9,14763,4826,245,264,92.8,460,483,95.2,61,89,68.5,0,0.1,0.9,-0.1,2,45,0,0,38,18,10,10,8,0,9,17,52.9,8,28,22,6,14,32,80,2,1,9,1,11.1,0.61,0.07,0.11,1.0,9.6,0,0,0,2.1,2.1,0.23,-1.1,-1.1,3,0.2,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,848,810,37,26,1,2,1,2,0,0,0,0,771,1,3,Defender
Hakan Çalhanoğlu,tr TUR,MF,Inter,31-065,1994,17.7,it Serie A,1588,38,315,860,420,21,1584,6,3,50.0,3,50.0,989,5242,2745,44,49,6,15,5,1144,37,3,0,0,13,12,0,103,15,18,0,1,0,93,13,17,43.3,1246,1431,87.1,23543,7093,494,538,91.8,571,623,91.7,158,228,69.3,4,4.6,4.4,-0.6,38,123,23,7,146,35,18,6,18,11,18,32,56.3,14,13,6,7,15,50,18,0,5,35,10,28.6,1.98,0.57,0.06,0.2,27.7,5,3,4,4.0,0.9,0.03,1.0,1.1,82,4.64,49,25,1,5,0,2,12,0.68,7,4,0,1,0,0,1431,1300,129,49,6,14,103,2,77,27,41,1,1246,2,8,Central Midfielders
Dominic Calvert-Lewin,eng ENG,FW,Everton,28-029,1997,17.5,eng Premier League,491,21,38,204,254,82,491,25,10,40.0,13,52.0,268,1398,444,22,8,16,71,32,402,105,2,0,0,27,22,27,6,6,7,0,0,0,32,83,79,51.2,174,278,62.6,2035,488,126,180,70.0,35,60,58.3,3,8,37.5,1,0.6,0.7,0.4,7,19,5,1,19,9,7,1,4,4,2,6,33.3,4,6,2,4,6,15,18,0,3,46,17,37.0,2.63,0.97,0.07,0.18,12.3,0,0,0,6.1,6.1,0.13,-3.1,-3.1,25,1.43,14,0,4,2,3,2,4,0.23,1,0,2,0,1,0,278,276,2,0,0,1,6,1,0,0,0,0,174,0,12,Forwards
Drissa Camara,ci CIV,"MF,FW",Parma,23-055,2002,4.4,it Serie A,228,1,25,108,106,23,228,26,16,61.5,10,38.5,161,1151,627,17,10,9,12,2,157,31,3,0,0,15,14,1,5,2,7,1,0,0,22,3,9,25.0,122,165,73.9,1937,507,65,77,84.4,47,56,83.9,6,15,40.0,0,0.5,0.2,-0.5,3,15,3,0,25,9,7,2,6,1,1,9,11.1,8,6,0,6,2,11,1,0,0,15,5,33.3,3.4,1.13,0.0,0.0,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,11,2.49,5,2,1,2,1,0,2,0.45,0,0,0,1,1,0,165,147,15,4,1,1,5,0,9,2,1,0,122,3,4,Attacking Midfielders
Issiaga Camara,gn GUI,MF,Nice,20-071,2005,0.2,fr Ligue 1,23,0,4,19,2,0,23,1,0,0.0,1,100.0,11,63,28,1,0,0,1,0,13,1,0,0,0,0,2,0,0,3,1,0,0,0,4,0,1,0.0,15,16,93.8,197,57,9,9,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,2,2,1,0,2,0,0,1,0.0,1,0,0,0,3,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,Central Midfielders
Lamine Camara,sn SEN,MF,Monaco,21-103,2004,19.6,fr Ligue 1,1482,29,225,908,362,15,1482,23,12,52.2,6,26.1,814,3824,1579,22,23,3,37,19,977,42,8,1,1,40,33,0,102,26,33,0,0,0,136,19,21,47.5,1032,1251,82.5,18986,5586,422,482,87.6,471,526,89.5,120,198,60.6,6,4.3,4.5,1.7,42,112,24,4,123,55,33,17,30,8,24,41,58.5,17,27,4,23,26,81,27,1,2,26,9,34.6,1.33,0.46,0.08,0.22,23.2,2,0,0,2.3,2.3,0.09,-0.3,-0.3,77,3.93,41,27,0,4,2,3,12,0.61,7,4,0,1,0,0,1251,1123,124,43,4,11,102,2,79,35,37,0,1032,4,16,Central Midfielders
Mahdi Camara,fr FRA,"MF,FW",Brest,26-288,1998,24.9,fr Ligue 1,1261,35,231,678,367,65,1261,56,24,42.9,24,42.9,651,3726,1983,45,29,12,29,27,798,88,5,0,0,36,42,3,38,29,37,1,0,0,85,17,26,39.5,820,963,85.2,12629,2752,404,452,89.4,359,399,90.0,27,49,55.1,2,1.8,2.2,0.2,22,65,16,9,93,66,37,13,36,17,22,40,55.0,18,35,4,31,29,95,27,0,5,43,17,39.5,1.73,0.68,0.12,0.29,16.5,0,0,0,3.3,3.3,0.08,1.7,1.7,62,2.49,42,0,3,5,8,4,6,0.24,3,0,1,1,1,0,963,891,70,12,2,0,38,5,0,0,0,0,820,2,18,Attacking Midfielders
Francesco Camarda,it ITA,"FW,MF",Milan,17-035,2008,1.8,it Serie A,61,5,10,26,26,11,61,7,2,28.6,4,57.1,24,143,55,2,1,0,6,3,34,9,0,0,0,6,1,2,1,0,2,0,0,0,4,5,6,45.5,26,31,83.9,309,23,21,23,91.3,5,7,71.4,0,1,0.0,0,0.4,0.2,-0.4,2,1,0,0,0,5,2,0,2,3,2,6,33.3,4,1,1,0,0,5,3,0,0,5,1,20.0,2.8,0.56,0.0,0.0,13.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,3,1.67,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,31,28,3,0,0,0,1,0,0,0,0,0,26,0,0,Attacking Midfielders
Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,22-155,2002,10.7,es La Liga,850,45,247,436,178,13,850,25,13,52.0,8,32.0,496,2560,1413,22,23,5,6,9,569,20,2,0,0,20,28,1,1,16,24,0,1,0,79,16,16,50.0,622,705,88.2,10309,2725,297,318,93.4,272,291,93.5,40,61,65.6,2,0.6,0.5,1.4,10,53,4,0,55,39,24,22,14,3,18,31,58.1,13,23,8,15,16,55,22,0,1,6,1,16.7,0.56,0.09,0.17,1.0,19.8,0,0,0,0.2,0.2,0.04,0.8,0.8,24,2.24,20,1,0,0,3,0,2,0.19,2,0,0,0,0,0,705,665,35,17,3,4,1,18,0,0,0,0,622,5,10,Defensive-Midfielders
