Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - Final 1/3 Entry,Carries - CPA,Carries - Miscontrols,Carries - Dispossessed,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tackles - Tkl,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers Tackled - Tkl,Att,Tkl%,Total Blocks,Shots Blocked,Passes Blocked,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,SCA - TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,GCA - TO,GCA - Sh,GCA - Fld,GCA - Def,Dead,TB,Sw,TI,CK,In,Out,Str,Cmp,Blocks,Season,position_group,Age_Years
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,25,1997,22.1,de Bundesliga,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51,4,0,0,20,42,2,21,20,19,0,0,0,125,27,26,50.9,523,709,73.8,8584,2372,240,297,80.8,212,272,77.9,44,75,58.7,0,0.5,1.3,-0.5,13,63,18,5,91,30,14,13,3,18,36,50.0,32,7,25,50,20,0,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,0.3,0.0,41,1.86,31,2,2,3,3,0,1,0.05,1,0,0,0,0,0,37,3,1,3,3,0,2,0,523,19,2023-2024,Central Midfielders,25
Gio Reyna,us USA,"FW,MF",Nott'ham Forest,20,2002,2.6,eng Premier League,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14,0,0,0,3,2,0,8,2,3,0,0,0,14,7,9,43.8,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8,1,0.5,0.4,0.5,7,5,2,0,12,7,4,0,3,3,6,50.0,3,0,3,9,0,0,0,5,2,40.0,1.91,0.77,0.0,0.0,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,12,4.6,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0,9,0,0,1,4,3,1,0,118,3,2023-2024,Attacking Midfielders,20
Gio Reyna,us USA,"MF,FW",Dortmund,20,2002,3.1,de Bundesliga,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19,1,0,0,2,5,1,4,2,6,0,0,0,19,4,5,44.4,166,193,86.0,2376,582,105,112,93.8,51,63,81.0,5,7,71.4,0,0.8,1.1,-0.8,7,15,7,2,20,9,3,4,2,2,5,40.0,5,1,4,11,5,0,0,8,2,25.0,2.57,0.64,0.0,0.0,17.4,0,0,0,0.8,0.8,0.1,-0.8,-0.8,25,8.04,17,0,2,3,2,1,2,0.64,2,0,0,0,0,0,5,0,2,2,0,0,0,0,166,3,2023-2024,Attacking Midfielders,20
Chadi Riad,ma MAR,DF,Betis,20,2003,24.0,es La Liga,1426,194,871,532,27,15,1426,0,0,0.0,0,0.0,831,3955,1926,4,7,0,9,2,937,1,1,0,0,15,7,1,0,23,24,0,1,0,110,44,38,53.7,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,0,0.2,0.2,-0.2,2,20,0,0,34,35,17,18,0,17,27,63.0,23,14,9,58,108,0,0,11,5,45.5,0.46,0.21,0.0,0.0,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,12,0.5,9,1,0,2,0,0,0,0.0,0,0,0,0,0,0,31,0,1,2,0,0,0,0,1074,9,2023-2024,Defender,20
Alexsandro Ribeiro,br BRA,DF,Lille,23,1999,24.7,fr Ligue 1,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7,6,1,0,27,37,1,2,35,22,0,0,1,124,39,17,69.6,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82,32,24,8,0,16,31,51.6,25,15,10,67,116,5,0,17,2,11.8,0.69,0.08,0.0,0.0,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0,11,0.45,10,0,0,1,0,0,1,0.04,0,0,0,1,0,0,96,3,12,6,0,0,0,0,1615,9,2023-2024,Defender,23
Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,18,2005,0.2,eng Premier League,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,66.7,6,8,75.0,89,35,2,4,50.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,1,0.0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2023-2024,Attacking Midfielders,18
Samuele Ricci,it ITA,MF,Torino,21,2001,26.6,it Serie A,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,8,1,1,37,46,3,54,27,18,1,0,0,125,17,25,40.5,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,33,17,12,4,15,23,65.2,21,3,18,60,25,0,1,30,5,16.7,1.13,0.19,0.03,0.2,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0,83,1,3,7,8,4,2,1,1121,21,2023-2024,Central Midfielders,21
Declan Rice,eng ENG,MF,Arsenal,24,1999,35.8,eng Premier League,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,5,0,0,34,13,2,60,44,51,0,2,0,178,39,43,47.6,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,2.7,47,240,39,2,278,83,37,38,8,32,57,56.1,37,11,26,127,52,0,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,3.7,3.7,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,107,2,17,1,47,38,0,0,2041,26,2023-2024,Central Midfielders,24
Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,23.3,eng Premier League,1195,157,557,568,77,21,1195,1,1,100.0,0,0.0,574,2313,890,1,6,0,7,4,678,1,3,0,0,12,7,1,1,27,28,0,1,0,88,61,44,58.1,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58.0,1,0.4,0.2,0.6,6,41,2,0,43,46,21,22,3,20,30,66.7,32,12,20,73,109,0,1,11,3,27.3,0.47,0.13,0.09,0.33,10.0,0,0,0,0.6,0.6,0.05,0.4,0.4,16,0.69,11,0,0,2,0,3,3,0.13,3,0,0,0,0,0,37,1,5,14,0,0,0,0,778,15,2023-2024,Defender,23
Amir Richardson,ma MAR,MF,Reims,21,2002,15.0,fr Ligue 1,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40,4,0,0,30,22,0,13,15,23,0,0,0,86,17,11,60.7,534,651,82.0,9313,1944,235,281,83.6,245,284,86.3,46,65,70.8,1,1.1,1.4,-0.1,12,51,7,2,72,33,12,18,3,10,22,45.5,26,5,21,48,30,0,3,17,8,47.1,1.13,0.53,0.18,0.38,18.8,0,0,0,1.6,1.6,0.1,1.4,1.4,29,1.93,24,0,0,4,0,1,1,0.07,1,0,0,0,0,0,14,3,3,5,0,0,0,0,534,11,2023-2024,Central Midfielders,21
Richarlison,br BRA,FW,Tottenham,26,1997,16.6,eng Premier League,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106,3,0,0,20,30,12,14,8,11,0,0,0,42,25,57,30.5,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,1.9,15,21,13,1,38,16,4,8,4,2,10,20.0,32,6,26,24,23,0,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,1.4,1.4,34,2.05,23,0,3,5,2,1,5,0.3,5,0,0,0,0,0,29,2,3,1,0,0,0,0,267,25,2023-2024,Forwards,26
Marco Richter,de GER,"MF,FW",Mainz 05,25,1997,8.0,de Bundesliga,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53,3,0,0,10,17,3,36,2,4,0,0,0,37,3,19,13.6,184,291,63.2,3183,1076,91,111,82.0,59,98,60.2,26,58,44.8,0,1.3,2.1,-1.3,11,23,11,3,30,10,5,3,2,4,11,36.4,9,0,9,12,1,0,1,38,9,23.7,4.77,1.13,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,28,3.51,14,5,2,5,2,0,1,0.13,0,1,0,0,0,0,34,4,3,12,10,3,7,0,184,10,2023-2024,Attacking Midfielders,25
Diego Rico,es ESP,DF,Getafe,30,1993,28.2,es La Liga,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,10,0,0,32,55,2,130,41,48,0,0,0,164,29,20,59.2,993,1495,66.4,17450,8646,482,570,84.6,384,566,67.8,104,267,39.0,7,3.8,3.4,3.2,39,106,40,32,119,64,32,23,9,41,76,53.9,25,8,17,105,76,0,0,18,5,27.8,0.64,0.18,0.0,0.0,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,61,2.17,46,10,0,1,3,1,6,0.21,6,0,0,0,0,0,335,2,28,311,0,0,0,0,993,49,2023-2024,Defender,30
Clemens Riedel,de GER,DF,Darmstadt 98,20,2003,8.4,de Bundesliga,667,49,261,339,73,6,667,8,4,50.0,4,50.0,424,2084,1146,4,10,0,3,2,460,27,2,0,0,10,4,0,8,11,13,0,0,0,57,11,14,44.0,490,576,85.1,9609,3088,164,185,88.6,266,286,93.0,55,84,65.5,0,0.7,0.3,-0.7,6,37,3,0,47,22,16,5,1,15,24,62.5,11,3,8,33,26,0,0,8,3,37.5,0.95,0.36,0.0,0.0,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,20,2.38,13,1,2,3,0,1,2,0.24,2,0,0,0,0,0,30,0,3,25,0,0,0,0,490,9,2023-2024,Defender,20
Fabian Rieder,ch SUI,MF,Rennes,21,2002,4.1,fr Ligue 1,255,6,25,159,76,7,255,5,2,40.0,3,60.0,191,989,396,10,6,1,8,3,172,18,0,0,0,10,6,0,9,5,7,0,0,0,24,6,3,66.7,169,212,79.7,3101,976,63,76,82.9,84,97,86.6,16,29,55.2,0,0.6,0.3,-0.6,4,25,6,1,41,13,2,9,2,6,11,54.5,3,1,2,18,2,0,1,5,2,40.0,1.23,0.49,0.2,0.5,23.7,2,0,0,0.3,0.3,0.06,0.7,0.7,13,3.21,11,2,0,0,0,0,0,0.0,0,0,0,0,0,0,14,0,3,1,4,3,0,0,169,4,2023-2024,Central Midfielders,21
Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,26,1996,2.6,eng Premier League,138,3,23,79,37,6,138,3,1,33.3,2,66.7,63,243,79,3,0,2,4,2,84,3,0,0,0,3,2,0,3,2,3,0,0,0,14,3,1,75.0,87,113,77.0,1422,331,37,42,88.1,40,46,87.0,5,13,38.5,0,0.0,0.1,0.0,0,5,2,0,10,9,2,4,3,3,6,50.0,0,0,0,11,2,0,0,1,0,0.0,0.38,0.0,0.0,0.0,14.5,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,0,0,0,2,1,0,1,87,3,2023-2024,Attacking Midfielders,26
Manuel Riemann,de GER,GK,Bochum,34,1988,33.0,de Bundesliga,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0,5,0,0,2,4,0,4,1,1,0,2,0,81,14,3,82.4,1031,1715,60.1,36529,30871,129,133,97.0,332,343,96.8,566,1226,46.2,0,0.2,0.4,-0.2,4,92,7,2,19,2,2,0,0,2,4,50.0,0,0,0,3,25,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0,393,0,8,0,0,0,0,0,1031,0,2023-2024,GK,34
Luis Rioja,es ESP,"FW,MF",Alavés,29,1993,27.8,es La Liga,1123,24,150,382,619,62,1119,71,41,57.7,23,32.4,611,4030,2161,70,51,18,56,20,720,173,4,0,0,22,18,10,174,16,19,1,0,0,128,10,23,30.3,551,855,64.4,9059,2662,280,351,79.8,193,279,69.2,56,133,42.1,4,3.9,4.2,0.1,41,25,38,19,77,27,10,12,5,14,43,32.6,28,1,27,43,28,0,5,53,15,28.3,1.91,0.54,0.04,0.13,21.6,4,3,4,6.1,3.0,0.06,-1.1,-1.0,81,2.92,57,14,5,3,2,0,7,0.25,6,1,0,0,0,0,91,2,4,16,53,12,22,2,551,51,2023-2024,Attacking Midfielders,29
Rémy Riou,fr FRA,GK,Lyon,35,1987,3.0,fr Ligue 1,107,95,106,1,0,0,107,0,0,0.0,0,0.0,71,371,214,0,0,0,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,66.7,80,104,76.9,1770,1171,24,25,96.0,44,45,97.8,12,34,35.3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,80,0,2023-2024,GK,35
Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,23,2000,17.0,es La Liga,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166,1,0,0,11,29,9,65,9,19,0,1,0,98,5,16,23.8,501,673,74.4,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,5,3.1,3.7,1.9,28,25,30,8,53,30,18,4,8,18,46,39.1,19,0,19,39,20,0,3,37,16,43.2,2.18,0.94,0.08,0.19,18.0,0,0,0,2.7,2.7,0.07,0.3,0.3,61,3.6,47,6,5,2,1,0,11,0.65,6,2,2,0,1,0,59,1,4,30,14,7,4,0,501,27,2023-2024,Defender,23
Alberto Risco,es ESP,MF,Getafe,17,2005,1.5,es La Liga,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14,0,0,0,1,1,0,1,0,2,0,0,0,3,0,1,0.0,39,47,83.0,541,115,25,27,92.6,14,18,77.8,0,0,0.0,0,0.3,0.2,-0.3,4,2,2,0,6,2,1,1,0,0,4,0.0,0,0,0,2,1,0,0,2,1,50.0,1.31,0.66,0.0,0.0,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,8,5.26,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,39,1,2023-2024,Central Midfielders,17
Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,27,1995,9.0,es La Liga,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42,2,0,0,12,14,0,39,10,9,0,0,0,67,9,7,56.3,371,513,72.3,5752,2352,205,233,88.0,137,172,79.7,21,71,29.6,0,0.1,0.5,-0.1,6,31,3,3,30,15,9,6,0,9,12,75.0,9,2,7,25,23,0,0,10,4,40.0,1.11,0.45,0.0,0.0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,20,2.23,11,4,2,0,2,1,0,0.0,0,0,0,0,0,0,103,0,4,83,4,0,4,0,371,17,2023-2024,Defender,27
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33,1989,1.4,eng Premier League,125,6,26,42,57,9,125,2,0,0.0,1,50.0,58,293,160,5,5,2,3,1,85,13,1,0,0,2,1,0,7,1,3,0,0,0,5,0,3,0.0,70,93,75.3,959,234,45,53,84.9,22,26,84.6,2,9,22.2,0,0.0,0.1,0.0,0,5,3,0,8,5,2,2,1,2,4,50.0,3,2,1,6,5,0,1,6,4,66.7,4.22,2.81,0.17,0.25,12.0,0,0,0,1.0,1.0,0.16,0.0,0.0,3,2.11,3,0,0,0,0,0,1,0.7,1,0,0,0,0,0,2,0,0,0,2,1,0,0,70,3,2023-2024,Attacking Midfielders,33
Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,0.0,es La Liga,6,0,3,2,1,0,6,0,0,0.0,0,0.0,3,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,6,66.7,77,71,2,2,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,2023-2024,Defender,18
Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,9.6,es La Liga,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33,4,0,0,8,7,1,9,8,10,0,0,0,44,12,11,52.2,582,654,89.0,8295,1875,341,364,93.7,192,211,91.0,23,34,67.6,2,0.8,0.8,1.2,9,57,3,1,50,15,4,10,1,3,11,27.3,7,2,5,23,7,1,3,10,4,40.0,1.05,0.42,0.3,0.75,12.5,0,0,0,1.7,1.7,0.17,1.3,1.3,24,2.51,21,0,1,1,0,1,3,0.31,3,0,0,0,0,0,30,0,0,11,0,0,0,0,582,10,2023-2024,Defensive-Midfielders,31
Lucas Robertone,ar ARG,MF,Almería,26,1997,26.5,es La Liga,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,11,0,0,38,54,2,67,51,33,0,0,0,163,38,29,56.7,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,2.5,34,115,19,9,128,61,28,23,10,25,50,50.0,43,9,34,112,43,0,0,37,13,35.1,1.4,0.49,0.0,0.0,28.1,3,0,0,1.0,1.0,0.03,-1.0,-1.0,75,2.84,58,5,2,5,1,4,7,0.26,7,0,0,0,0,0,105,10,12,8,30,7,18,0,1107,18,2023-2024,Central Midfielders,26
Connor Roberts,wls WAL,DF,Burnley,27,1995,9.1,eng Premier League,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13,5,1,1,5,9,3,10,4,5,0,0,0,40,6,7,46.2,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,0.8,7,32,8,2,38,12,6,4,2,8,17,47.1,8,6,2,16,25,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,87,0,2,74,0,0,0,0,395,9,2023-2024,Defender,27
Andrew Robertson,sct SCO,DF,Liverpool,29,1994,18.8,eng Premier League,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130,2,0,0,9,5,3,184,13,24,0,0,0,104,14,12,53.8,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140,35,21,11,3,26,43,60.5,20,6,14,48,40,0,3,12,6,50.0,0.64,0.32,0.25,0.5,12.5,0,0,0,1.9,1.9,0.16,1.1,1.1,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,240,0,7,109,90,34,53,0,1248,29,2023-2024,Defender,29
Antonee Robinson,us USA,DF,Fulham,25,1997,36.3,eng Premier League,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194,6,0,0,34,20,3,132,80,58,0,0,2,227,42,27,60.9,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,1.8,33,113,46,26,129,93,60,26,7,52,110,47.3,56,8,48,173,117,3,0,16,7,43.8,0.44,0.19,0.0,0.0,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7,69,1.9,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,314,1,11,289,0,0,0,0,1514,68,2023-2024,Defender,25
Jack Robinson,eng ENG,DF,Sheffield Utd,29,1993,32.1,eng Premier League,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,686,2956,1441,8,6,2,18,5,786,14,10,0,0,19,16,1,12,33,28,0,0,2,135,69,45,60.5,895,1255,71.3,17482,7694,318,364,87.4,453,555,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63,43,29,14,0,25,39,64.1,49,33,16,76,132,2,1,14,5,35.7,0.44,0.16,0.07,0.2,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0,205,1,7,173,0,0,0,0,895,21,2023-2024,Defender,29
Marc Roca,es ESP,MF,Betis,26,1996,22.0,es La Liga,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20,5,0,0,48,23,1,25,17,36,0,0,0,147,9,22,29.0,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,0.6,19,120,17,0,126,52,17,29,6,30,53,56.6,29,6,23,69,23,1,2,20,7,35.0,0.91,0.32,0.1,0.29,24.3,0,0,0,1.1,1.1,0.06,0.9,0.9,59,2.68,49,3,2,0,3,2,3,0.14,3,0,0,0,0,0,69,1,14,4,6,2,2,0,997,13,2023-2024,Central Midfielders,26
Sebastian Rode,de GER,MF,Eint Frankfurt,32,1990,0.7,de Bundesliga,65,1,6,43,18,1,65,0,0,0.0,0,0.0,31,139,85,3,2,0,2,0,40,4,0,0,0,0,1,0,1,1,4,0,0,0,10,2,3,40.0,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,-0.1,1,3,5,0,11,6,0,5,1,4,6,66.7,0,0,0,7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,4.43,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,0,2023-2024,Central Midfielders,32
Sergio Rodelas,es ESP,"FW,DF",Granada,18,2004,1.4,es La Liga,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5,0,0,0,2,1,0,4,0,2,0,0,0,7,0,2,0.0,27,33,81.8,326,129,16,17,94.1,8,10,80.0,1,2,50.0,1,1.1,0.8,-0.1,2,0,1,1,1,3,1,0,2,0,3,0.0,0,0,0,3,0,0,0,2,0,0.0,1.48,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,6,4.43,3,1,0,0,1,1,1,0.74,1,0,0,0,0,0,2,0,0,2,0,0,0,0,27,1,2023-2024,Wing-Back,18
Rodri,es ESP,MF,Manchester City,27,1996,32.6,eng Premier League,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,8,1,0,41,35,6,12,26,43,1,0,0,235,54,22,71.1,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,5.1,49,378,61,0,376,70,25,33,12,29,60,48.3,32,8,24,96,41,4,8,62,22,35.5,1.9,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,3.9,3.9,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,79,15,36,6,3,0,0,0,3365,22,2023-2024,Central Midfielders,27
Rodri,es ESP,"FW,MF",Betis,23,2000,11.7,es La Liga,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116,0,0,0,6,29,4,36,8,10,0,0,0,58,0,9,0.0,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,-1.2,15,36,32,6,65,17,6,7,4,8,21,38.1,11,0,11,25,2,0,0,18,5,27.8,1.54,0.43,0.0,0.0,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1,33,2.83,24,1,3,2,3,0,0,0.0,0,0,0,0,0,0,23,6,1,13,5,5,0,0,449,21,2023-2024,Attacking Midfielders,23
Álvaro Rodríguez,uy URU,FW,Real Madrid,19,2004,0.0,es La Liga,3,1,2,1,0,0,3,2,2,100.0,0,0.0,1,28,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,Forwards,19
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,25,1998,10.7,es La Liga,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48,9,0,0,20,15,1,17,5,13,0,0,0,48,10,27,27.0,333,442,75.3,5682,1332,174,210,82.9,102,129,79.1,46,67,68.7,1,2.1,1.4,-1.1,21,39,11,1,52,24,2,15,7,9,15,60.0,12,1,11,29,5,0,2,34,9,26.5,3.16,0.84,0.06,0.22,24.9,4,0,0,1.5,1.5,0.04,0.5,0.5,49,4.56,37,5,4,2,1,0,4,0.37,3,0,1,0,0,0,23,3,8,3,11,3,4,0,333,15,2023-2024,Attacking Midfielders,25
Damián Rodríguez,es ESP,MF,Celta Vigo,20,2003,2.9,es La Liga,227,6,42,132,54,1,227,0,0,0.0,0,0.0,145,548,239,2,4,1,1,2,174,4,1,0,0,4,1,0,9,1,3,0,0,0,8,0,2,0.0,191,213,89.7,3051,813,89,92,96.7,84,89,94.4,10,21,47.6,2,0.8,0.8,1.2,6,17,0,0,9,6,1,3,2,1,3,33.3,4,2,2,7,2,0,0,1,0,0.0,0.35,0.0,0.0,0.0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,8,2.79,7,1,0,0,0,0,3,1.05,3,0,0,0,0,0,17,0,0,0,10,4,2,0,191,2,2023-2024,Central Midfielders,20
